Transaction ID,Date,Product Name,Quantity Sold,Sales Price per Unit ($),Discount (%),Stock After Sale,Returned,Weather Condition,Temperature (°C),Humidity (%),Precipitation (mm),Wind Speed (km/h),Is Holiday,Is Weekend,Is Special Event,Season,Category,Total Sales ($),Total Sales After Discount ($),Net Sales Value ($),Sales_Lag_1,Sales_Lag_7,Sales_Lag_14,Future_7_Day_Sales
T1836,2025-04-16,Sneakers,18,324.8,5,181,0,Sunny,16.71,75,27.26,87.74,1,1,1,Summer,Clothing,5846.4,5554.08,5554.08,4,7,2,1
T1837,2025-04-17,Dining Table,6,583.93,0,260,0,Stormy,37.31,14,13.87,8.01,1,0,0,Fall,Furniture,3503.58,3503.58,3503.58,15,15,15,1
T1838,2025-04-18,T-shirt,15,352.17,0,79,1,Snow,8.22,63,27.55,82.07,1,1,1,Spring,Clothing,5282.55,5282.55,4930.38,5,19,3,11
T1839,2025-04-19,Watch,10,817.61,20,273,0,Snow,13.71,25,5.74,57.1,0,0,1,Fall,Clothing,8176.1,6540.88,6540.88,5,7,6,3
T1840,2025-04-20,Bookshelf,5,472.06,0,108,1,Cloudy,30.41,90,47.14,3.18,0,1,1,Spring,Furniture,2360.3,2360.3,1888.24,8,15,3,19
T1841,2025-04-21,Television,5,85.96,10,451,0,Cloudy,19.57,16,14.55,90.29,1,0,1,Spring,Electronics,429.8,386.82,386.82,5,19,6,7
T1842,2025-04-22,Television,10,174.39,10,74,1,Stormy,19.62,17,46.15,3.92,1,1,1,Summer,Electronics,1743.9,1569.51,1395.12,5,15,3,9
T1843,2025-04-23,Sofa,5,70.49,10,175,1,Snow,-2.6,81,16.29,51.52,0,1,0,Summer,Furniture,352.45,317.205,246.715,5,12,12,3
T1844,2025-04-24,Television,3,504.31,20,490,0,Sunny,12.94,96,39.09,4.9,1,0,1,Spring,Electronics,1512.93,1210.344,1210.344,10,7,9,19
T1845,2025-04-25,Sneakers,6,115.27,5,184,1,Rainy,7.18,91,12.31,7.12,0,1,0,Fall,Clothing,691.62,657.039,541.769,18,13,18,13
T1846,2025-04-26,Toy Car,4,123,15,23,1,Stormy,39.97,47,33.49,88.72,1,1,1,Spring,Toys,492,418.2,295.2,19,13,4,17
T1847,2025-04-27,Laptop,18,941.64,0,274,1,Rainy,8.88,63,16.19,76.58,1,0,0,Winter,Electronics,16949.52,16949.52,16007.88,11,2,3,15
T1848,2025-04-28,Smartphone,9,873.93,15,129,1,Sunny,34.8,85,25.46,19.69,1,1,0,Winter,Electronics,7865.37,6685.5645,5811.6345,13,17,19,12
T1849,2025-04-29,Action Figure,17,457.57,5,291,1,Sunny,25.43,24,33.69,62.05,0,1,1,Fall,Toys,7778.69,7389.7555,6932.1855,15,4,17,14
T1850,2025-04-30,Smartphone,13,985.95,5,320,0,Rainy,10.34,59,29.44,79.47,0,0,0,Fall,Electronics,12817.35,12176.4825,12176.4825,9,2,9,13
T1851,2025-05-01,Wardrobe,15,10.18,20,186,1,Stormy,19.46,65,28.81,88.96,1,1,0,Summer,Furniture,152.7,122.16,111.98,17,7,5,7
T1852,2025-05-02,Smartphone,17,617.84,10,479,1,Rainy,32.82,18,3.28,46.83,1,0,1,Winter,Electronics,10503.28,9452.952,8835.112,13,3,9,13
T1853,2025-05-03,Action Figure,13,620.26,10,59,0,Stormy,34.75,17,12.45,89.75,1,1,0,Spring,Toys,8063.38,7257.042,7257.042,17,4,10,12
T1854,2025-05-04,Headphones,16,462.87,5,492,0,Stormy,2.22,28,28.59,50.79,1,1,0,Spring,Electronics,7405.92,7035.624,7035.624,6,18,2,15
T1855,2025-05-05,Sneakers,4,402.98,20,1,1,Cloudy,10.28,60,0.92,68.82,1,0,0,Winter,Clothing,1611.92,1289.536,886.556,6,19,14,7
T1856,2025-05-06,Television,5,460.83,20,131,0,Snow,10.09,81,12.53,97.9,1,1,1,Winter,Electronics,2304.15,1843.32,1843.32,3,13,9,6
T1857,2025-05-07,Television,5,420.81,0,67,0,Snow,-3.11,66,11.46,23.6,1,0,1,Summer,Electronics,2104.05,2104.05,2104.05,5,1,6,17
T1858,2025-05-08,Toy Car,9,733.19,10,293,0,Sunny,21.92,77,12.49,16.85,1,0,1,Winter,Toys,6598.71,5938.839,5938.839,4,1,12,16
T1859,2025-05-09,Sofa,17,144,5,467,0,Cloudy,33.47,40,26.78,34.2,0,1,1,Summer,Furniture,2448,2325.6,2325.6,5,2,9,3
T1860,2025-05-10,Toy Car,13,205.66,15,285,0,Snow,12.17,12,29.1,16.44,0,0,0,Fall,Toys,2673.58,2272.543,2272.543,9,9,19,5
T1861,2025-05-11,Laptop,2,188.71,10,89,0,Stormy,28.3,92,45.45,28.42,0,1,1,Fall,Electronics,377.42,339.678,339.678,18,2,13,2
T1862,2025-05-12,Laptop,13,269.85,0,417,1,Stormy,23.25,52,19.3,74.3,0,0,0,Winter,Electronics,3508.05,3508.05,3238.2,2,9,8,14
T1863,2025-05-13,Monitor,19,530.01,20,100,1,Rainy,11.9,38,46.33,47.75,1,1,1,Winter,Electronics,10070.19,8056.152,7526.142,14,15,14,12
T1864,2025-05-14,Sofa,3,120.1,5,189,0,Rainy,1.35,19,32.6,37.5,0,1,1,Winter,Furniture,360.3,342.285,342.285,17,16,2,6
T1865,2025-05-15,Toy Car,10,869.49,10,477,0,Stormy,26.92,21,45.63,36.87,0,0,0,Winter,Toys,8694.9,7825.41,7825.41,13,12,6,1
T1866,2025-05-16,Television,2,304.39,15,378,1,Stormy,33.46,55,41.67,19.45,1,1,0,Spring,Electronics,608.78,517.463,213.073,5,18,19,15
T1867,2025-05-17,Watch,13,170.91,0,346,0,Rainy,25.86,39,34.38,44.74,0,1,1,Spring,Clothing,2221.83,2221.83,2221.83,10,16,1,14
T1868,2025-05-18,Action Figure,19,678.87,0,388,1,Snow,-4.2,91,17.81,62.46,0,1,1,Fall,Toys,12898.53,12898.53,12219.66,13,5,7,17
T1869,2025-05-19,Action Figure,17,47.71,10,241,0,Sunny,4.73,97,12.06,13.92,0,0,1,Spring,Toys,811.07,729.963,729.963,19,8,9,1
T1870,2025-05-20,Smartphone,14,623.77,15,270,1,Rainy,-1.87,41,11.12,97.28,0,1,1,Winter,Electronics,8732.78,7422.863,6799.093,17,12,8,9
T1871,2025-05-21,Sofa,12,701.22,0,498,1,Snow,20.67,82,47.61,44.33,0,1,1,Summer,Furniture,8414.64,8414.64,7713.42,3,3,3,13
T1872,2025-05-22,Dining Table,12,222.77,5,219,0,Snow,29.04,56,47.93,94.8,1,0,0,Fall,Furniture,2673.24,2539.578,2539.578,6,1,12,11
T1873,2025-05-23,Laptop,11,51.54,0,417,0,Snow,-0.02,97,36.24,13.47,1,1,1,Winter,Electronics,566.94,566.94,566.94,13,11,9,18
T1874,2025-05-24,Smartphone,7,370.01,15,406,0,Cloudy,32.73,72,44.19,76.72,1,0,0,Spring,Electronics,2590.07,2201.5595,2201.5595,14,16,11,1
T1875,2025-05-25,Board Game,4,107.61,20,176,0,Cloudy,20,35,45.95,61.76,0,0,1,Summer,Toys,430.44,344.352,344.352,10,3,14,10
T1876,2025-05-26,Smartphone,19,125.31,20,387,1,Snow,26.05,12,25.58,82.01,0,1,1,Summer,Electronics,2380.89,1904.712,1779.402,7,15,15,9
T1877,2025-05-27,Dining Table,1,261.72,10,471,0,Stormy,38.71,32,31.45,60.07,0,0,0,Spring,Furniture,261.72,235.548,235.548,12,10,4,8
T1878,2025-05-28,Headphones,3,302.51,15,341,1,Cloudy,-1.23,84,20.94,96.28,1,1,1,Winter,Electronics,907.53,771.4005,468.8905,16,7,13,14
T1879,2025-05-29,Watch,13,534.67,0,233,0,Rainy,35.56,83,20.92,62.69,0,1,0,Summer,Clothing,6950.71,6950.71,6950.71,13,1,4,19
T1880,2025-05-30,Board Game,15,681.61,0,151,1,Cloudy,0.67,59,1.92,78.46,0,1,0,Summer,Toys,10224.15,10224.15,9542.54,4,2,13,7
T1881,2025-05-31,Watch,2,596.84,20,452,0,Stormy,12.68,45,21.69,87.76,0,0,1,Spring,Clothing,1193.68,954.944,954.944,13,17,8,13
T1882,2025-06-01,Smartphone,11,156.88,20,277,0,Sunny,33.31,22,33.67,71.46,0,0,0,Summer,Electronics,1725.68,1380.544,1380.544,19,13,17,6
T1883,2025-06-02,Laptop,4,180.37,5,229,1,Cloudy,35.78,38,21.1,52.42,1,1,1,Summer,Electronics,721.48,685.406,505.036,11,3,9,15
T1884,2025-06-03,T-shirt,19,879.98,20,171,0,Snow,17.79,47,43.62,27.28,1,1,1,Summer,Clothing,16719.62,13375.696,13375.696,15,13,14,12
T1885,2025-06-04,Action Figure,17,562.77,5,223,0,Snow,21.73,86,16.63,85.45,0,0,1,Fall,Toys,9567.09,9088.7355,9088.7355,17,11,13,3
T1886,2025-06-05,Dining Table,3,871.24,0,213,0,Snow,26.87,99,6.63,48.06,1,1,1,Winter,Furniture,2613.72,2613.72,2613.72,1,6,6,4
T1887,2025-06-06,T-shirt,18,377.83,5,282,0,Sunny,32.47,93,40.58,62.07,1,0,1,Winter,Clothing,6800.94,6460.893,6460.893,19,18,9,5
T1888,2025-06-07,Action Figure,8,618.26,5,41,0,Stormy,0.47,14,33.7,7.92,1,0,1,Spring,Toys,4946.08,4698.776,4698.776,17,6,12,2
T1889,2025-06-08,Television,19,528.43,10,122,1,Rainy,31.45,29,12.09,49.74,0,1,1,Winter,Electronics,10040.17,9036.153,8507.723,2,5,9,17
T1890,2025-06-09,Board Game,5,325.93,20,227,0,Stormy,16.66,87,26.82,69.82,1,1,0,Summer,Toys,1629.65,1303.72,1303.72,15,19,16,15
T1891,2025-06-10,Action Figure,7,475.22,5,294,1,Sunny,15.28,23,20.09,58.41,1,1,1,Winter,Toys,3326.54,3160.213,2684.993,8,15,12,2
T1892,2025-06-11,Dining Table,8,507.47,0,88,0,Snow,14.08,17,46.94,44.86,0,0,0,Fall,Furniture,4059.76,4059.76,4059.76,3,16,8,7
T1893,2025-06-12,Microwave,5,208.76,15,267,0,Stormy,17.91,57,30.37,22.34,1,0,1,Summer,Kitchen,1043.8,887.23,887.23,1,8,6,17
T1894,2025-06-13,T-shirt,17,321.86,5,489,1,Rainy,37.53,22,7.92,30.97,1,0,1,Summer,Clothing,5471.62,5198.039,4876.179,18,2,4,11
T1895,2025-06-14,Headphones,5,793.5,20,29,1,Snow,19.67,33,25.11,70.06,1,0,0,Fall,Electronics,3967.5,3174,2380.5,3,6,12,8
T1896,2025-06-15,Toy Car,4,916.63,10,495,1,Rainy,37.89,88,43.13,22.42,0,1,0,Fall,Toys,3666.52,3299.868,2383.238,10,15,3,8
T1897,2025-06-16,Toy Car,19,366.2,0,247,1,Cloudy,3.11,74,33.57,62.17,0,0,0,Winter,Toys,6957.8,6957.8,6591.6,4,4,8,4
T1898,2025-06-17,Dining Table,2,313.9,10,316,1,Rainy,27.59,95,42.12,58.97,1,1,0,Winter,Furniture,627.8,565.02,251.12,8,18,10,8
T1899,2025-06-18,Dining Table,11,203.25,15,451,0,Snow,31.55,43,12.52,97.04,0,0,1,Winter,Furniture,2235.75,1900.3875,1900.3875,2,15,5,2
T1900,2025-06-19,Blender,13,681.71,5,449,1,Cloudy,25.56,60,44.42,6.08,0,0,1,Fall,Kitchen,8862.23,8419.1185,7737.4085,3,3,2,15
T1901,2025-06-20,Board Game,15,329.87,5,244,1,Snow,22.31,12,37.78,10.81,0,1,0,Winter,Toys,4948.05,4700.6475,4370.7775,5,6,15,14
T1902,2025-06-21,Blender,12,987.87,20,61,0,Snow,20.42,99,36.45,50.61,1,0,1,Spring,Kitchen,11854.44,9483.552,9483.552,13,1,9,8
T1903,2025-06-22,Watch,11,332.43,5,147,0,Cloudy,33.74,87,17.33,52.71,1,1,0,Winter,Clothing,3656.73,3473.8935,3473.8935,2,12,17,17
T1904,2025-06-23,Television,7,400.19,0,174,1,Rainy,31.97,67,44.38,3.99,0,0,0,Fall,Electronics,2801.33,2801.33,2401.14,19,5,19,7
T1905,2025-06-24,Laptop,5,607.3,15,433,1,Sunny,0.5,81,31.9,82.59,1,1,0,Fall,Electronics,3036.5,2581.025,1973.725,4,4,19,6
T1906,2025-06-25,Laptop,17,803.67,10,278,1,Sunny,33.19,64,42.59,49.47,0,0,0,Spring,Electronics,13662.39,12296.151,11492.481,5,11,11,5
T1907,2025-06-26,Television,9,474.82,15,334,0,Sunny,13.63,89,18.05,34.66,0,0,0,Summer,Electronics,4273.38,3632.373,3632.373,7,10,15,8
T1908,2025-06-27,Action Figure,14,428.43,5,369,1,Sunny,6.42,51,7.28,31.89,1,1,1,Spring,Toys,5998.02,5698.119,5269.689,7,17,4,14
T1909,2025-06-28,Sneakers,12,995.68,10,441,0,Stormy,34.14,30,16.62,86.14,0,1,0,Fall,Clothing,11948.16,10753.344,10753.344,4,1,3,3
T1910,2025-06-29,Blender,6,20.39,20,379,0,Sunny,14.44,19,22.76,19.67,0,1,0,Summer,Kitchen,122.34,97.872,97.872,12,12,8,4
T1911,2025-06-30,Microwave,17,896.11,15,142,0,Cloudy,31.38,66,26.67,16.04,0,0,1,Spring,Kitchen,15233.87,12948.7895,12948.7895,5,17,19,17
T1912,2025-07-01,T-shirt,19,157.65,10,44,0,Sunny,6.85,34,25.54,21.32,0,0,0,Spring,Clothing,2995.35,2695.815,2695.815,17,5,2,5
T1913,2025-07-02,Television,19,788.07,10,144,1,Snow,-4.82,65,27.3,62.5,1,0,0,Summer,Electronics,14973.33,13475.997,12687.927,9,3,7,11
T1914,2025-07-03,Bookshelf,16,621.75,10,353,0,Sunny,17.3,47,42.09,81.09,0,0,1,Spring,Furniture,9948,8953.2,8953.2,5,17,14,9
T1915,2025-07-04,Smartphone,12,348.43,0,333,0,Rainy,-0.49,95,8.51,33.1,1,0,1,Summer,Electronics,4181.16,4181.16,4181.16,11,9,17,13
T1916,2025-07-05,Action Figure,12,875.14,15,486,1,Cloudy,28.95,70,15.8,17.35,0,0,1,Winter,Toys,10501.68,8926.428,8051.288,14,13,4,18
T1917,2025-07-06,Television,6,22.78,10,497,0,Cloudy,7.42,56,44.43,20.92,1,1,1,Summer,Electronics,136.68,123.012,123.012,19,5,13,16
T1918,2025-07-07,Blender,4,234.42,15,396,1,Stormy,14.96,63,28.02,61.92,0,0,1,Spring,Kitchen,937.68,797.028,562.608,6,8,17,19
T1919,2025-07-08,Microwave,6,571.22,10,55,0,Snow,-1.08,55,29.17,24.6,0,0,0,Winter,Kitchen,3427.32,3084.588,3084.588,17,17,9,13
T1920,2025-07-09,Microwave,11,358.03,20,307,1,Cloudy,7.9,77,23.9,87.73,1,1,0,Fall,Kitchen,3938.33,3150.664,2792.634,6,9,15,4
T1921,2025-07-10,Dining Table,1,614.27,20,358,0,Rainy,30.17,13,27.45,10.39,1,1,0,Fall,Furniture,614.27,491.416,491.416,11,6,15,19
T1922,2025-07-11,Coffee Maker,15,33.87,20,423,0,Sunny,1.82,75,9.9,3.24,0,1,1,Fall,Kitchen,508.05,406.44,406.44,13,13,14,17
T1923,2025-07-12,Dining Table,11,125.29,5,417,1,Cloudy,24.12,52,27.34,8.84,0,1,1,Spring,Furniture,1378.19,1309.2805,1183.9905,1,12,1,12
T1924,2025-07-13,Board Game,19,135.83,10,161,0,Rainy,36.28,71,49.86,84.56,0,1,1,Winter,Toys,2580.77,2322.693,2322.693,15,13,10,2
T1925,2025-07-14,Board Game,18,197.39,5,285,0,Sunny,25.59,94,28.3,65.12,0,0,1,Summer,Toys,3553.02,3375.369,3375.369,19,11,3,4
T1926,2025-07-15,Television,17,464.74,15,325,1,Stormy,31.5,94,2.22,95.77,0,0,1,Fall,Electronics,7900.58,6715.493,6250.753,6,5,1,17
T1927,2025-07-16,Watch,19,754.61,5,198,0,Cloudy,-0.1,94,39.82,33.63,1,1,1,Fall,Clothing,14337.59,13620.7105,13620.7105,11,7,9,13
T1928,2025-07-17,Wardrobe,14,906.48,15,159,0,Cloudy,6.28,13,19.82,21.27,1,1,0,Winter,Furniture,12690.72,10787.112,10787.112,15,14,8,15
T1929,2025-07-18,Camera,18,837.02,15,80,1,Rainy,35.25,74,7.68,56.2,0,0,1,Winter,Electronics,15066.36,12806.406,11969.386,11,18,16,6
T1930,2025-07-19,Toy Car,19,204.92,15,31,1,Snow,27.18,71,43.13,53.78,1,1,0,Winter,Toys,3893.48,3309.458,3104.538,19,19,11,14
T1931,2025-07-20,Sneakers,15,446.74,5,473,1,Stormy,23.78,99,9.9,59.1,1,0,0,Spring,Clothing,6701.1,6366.045,5919.305,12,2,1,1
T1932,2025-07-21,Television,15,207.42,10,112,1,Snow,24.87,11,46.04,34.75,0,0,0,Winter,Electronics,3111.3,2800.17,2592.75,17,2,18,13
T1933,2025-07-22,Camera,4,271.83,5,46,1,Cloudy,13.64,18,22.09,0.59,1,1,1,Summer,Electronics,1087.32,1032.954,761.124,18,19,4,11
T1934,2025-07-23,Blender,7,508.51,10,353,0,Snow,-2.99,66,37.14,3.5,0,0,1,Summer,Kitchen,3559.57,3203.613,3203.613,4,11,11,18
T1935,2025-07-24,Smartphone,13,77.43,10,205,1,Sunny,30.3,54,27.35,66.38,1,0,1,Fall,Electronics,1006.59,905.931,828.501,12,13,2,2
T1936,2025-07-25,Sneakers,3,225.99,15,52,0,Stormy,25.54,27,12.83,52.33,1,0,1,Summer,Clothing,677.97,576.2745,576.2745,15,2,14,18
T1937,2025-07-26,Board Game,16,936.02,5,138,1,Snow,16.28,57,33.55,82.1,1,0,1,Winter,Toys,14976.32,14227.504,13291.484,18,10,6,19
T1938,2025-07-27,Sneakers,9,471.46,10,472,0,Sunny,35.49,51,47.9,30.04,1,1,0,Summer,Clothing,4243.14,3818.826,3818.826,3,4,11,9
T1939,2025-07-28,Dining Table,8,450.93,20,74,0,Rainy,10.13,50,38.48,81.55,1,1,0,Fall,Furniture,3607.44,2885.952,2885.952,11,1,10,16
T1940,2025-07-29,Smartphone,13,24.42,10,41,1,Snow,8.24,84,30.2,42.55,0,1,1,Spring,Electronics,317.46,285.714,261.294,13,17,3,2
T1941,2025-07-30,Toy Car,17,254.93,20,479,0,Stormy,34.28,98,49.53,9.67,1,1,0,Summer,Toys,4333.81,3467.048,3467.048,19,4,13,13
T1942,2025-07-31,Television,17,867.63,5,77,0,Sunny,30.86,99,13.27,97.79,0,1,0,Fall,Electronics,14749.71,14012.2245,14012.2245,15,19,5,5
T1943,2025-08-01,Action Figure,17,172.98,5,387,1,Snow,18.17,67,3.12,51.19,1,0,1,Fall,Toys,2940.66,2793.627,2620.647,12,19,5,9
T1944,2025-08-02,Action Figure,1,420.97,5,187,1,Rainy,0.88,51,1.61,62.95,1,0,0,Winter,Toys,420.97,399.9215,-21.0485,17,17,8,10
T1945,2025-08-03,Camera,8,24.19,10,370,1,Snow,4.68,44,35.53,67.08,1,0,0,Fall,Electronics,193.52,174.168,149.978,4,18,7,17
T1946,2025-08-04,Camera,19,483.55,0,52,1,Sunny,24.53,47,41.51,36.24,0,0,1,Summer,Electronics,9187.45,9187.45,8703.9,8,10,10,2
T1947,2025-08-05,Watch,6,30.81,10,418,0,Snow,12.33,76,31.76,74.75,1,1,0,Fall,Clothing,184.86,166.374,166.374,19,5,19,1
T1948,2025-08-06,Camera,3,821.41,10,433,0,Stormy,32.64,50,45.25,87.03,1,1,1,Fall,Electronics,2464.23,2217.807,2217.807,19,3,11,9
T1949,2025-08-07,Monitor,5,826.61,15,412,0,Cloudy,37.75,59,34.9,38.72,0,0,1,Winter,Electronics,4133.05,3513.0925,3513.0925,19,19,16,15
T1950,2025-08-08,Blender,13,789.86,15,467,0,Sunny,31.25,95,18.55,65.7,0,1,1,Winter,Kitchen,10268.18,8727.953,8727.953,7,16,8,9
T1951,2025-08-09,Laptop,15,290.53,10,87,0,Sunny,11.99,81,9.06,75.71,0,0,0,Summer,Electronics,4357.95,3922.155,3922.155,17,18,2,10
T1952,2025-08-10,Headphones,14,838.86,20,109,0,Sunny,30.49,88,46.23,19.01,1,0,0,Fall,Electronics,11744.04,9395.232,9395.232,5,3,13,11
T1953,2025-08-11,Sofa,16,547.57,15,480,1,Sunny,10.81,54,5.18,33.26,1,1,0,Spring,Furniture,8761.12,7446.952,6899.382,12,13,4,19
T1954,2025-08-12,Bookshelf,18,380.07,10,397,0,Snow,2.52,80,27.15,10.88,1,1,1,Fall,Furniture,6841.26,6157.134,6157.134,16,3,6,18
T1955,2025-08-13,Headphones,11,629.08,0,225,0,Stormy,-3.5,28,15.7,60.22,1,1,0,Spring,Electronics,6919.88,6919.88,6919.88,14,4,12,12
T1956,2025-08-14,Wardrobe,3,22.22,20,482,0,Rainy,12.36,26,13.57,80.09,0,0,0,Summer,Furniture,66.66,53.328,53.328,14,8,4,9
T1957,2025-08-15,Blender,10,151.53,5,481,1,Stormy,35.66,74,32.29,61.08,0,1,1,Winter,Kitchen,1515.3,1439.535,1288.005,13,3,14,10
T1958,2025-08-16,Microwave,10,744.87,10,248,1,Sunny,5.75,86,11.56,17.98,1,0,1,Summer,Kitchen,7448.7,6703.83,5958.96,11,7,3,18
T1959,2025-08-17,Toy Car,16,251.72,10,69,1,Snow,4.29,65,45.82,54.64,0,1,1,Winter,Toys,4027.52,3624.768,3373.048,17,9,1,6
T1960,2025-08-18,Sofa,12,602.03,20,120,1,Snow,38.64,50,20.3,83.49,0,0,0,Winter,Furniture,7224.36,5779.488,5177.458,16,13,1,1
T1961,2025-08-19,Laptop,2,391.25,15,67,0,Sunny,-3.87,51,33.87,30.27,0,1,1,Fall,Electronics,782.5,665.125,665.125,15,2,2,6
T1962,2025-08-20,Smartphone,9,856.26,15,61,0,Snow,30.36,15,36.39,83.27,1,0,0,Fall,Electronics,7706.34,6550.389,6550.389,13,14,12,17
T1963,2025-08-21,Wardrobe,3,952.89,15,444,0,Sunny,9.46,78,34.15,78.46,0,0,1,Winter,Furniture,2858.67,2429.8695,2429.8695,3,17,4,15
T1964,2025-08-22,Blender,15,884.73,5,327,1,Stormy,-3.31,84,45.17,2.17,1,1,1,Spring,Kitchen,13270.95,12607.4025,11722.6725,10,13,3,5
T1965,2025-08-23,Bookshelf,3,277.91,20,408,0,Cloudy,36.3,82,11.56,23.95,1,0,1,Spring,Furniture,833.73,666.984,666.984,18,12,8,17
T1966,2025-08-24,Wardrobe,19,202.22,20,191,0,Snow,1.28,49,4.3,54.29,1,1,1,Fall,Furniture,3842.18,3073.744,3073.744,3,13,8,6
T1967,2025-08-25,Sofa,18,479.69,15,470,0,Sunny,19.83,50,2.77,71.76,0,1,0,Summer,Furniture,8634.42,7339.257,7339.257,12,5,18,1
T1968,2025-08-26,Wardrobe,8,17.26,15,493,1,Sunny,7.33,18,43.89,88.05,0,1,0,Spring,Furniture,138.08,117.368,100.108,19,18,9,8
T1969,2025-08-27,Camera,17,35.55,0,189,1,Snow,-2.07,17,48.66,64.1,0,0,0,Winter,Electronics,604.35,604.35,568.8,3,12,6,9
T1970,2025-08-28,Wardrobe,8,557.76,0,151,1,Rainy,-2.75,53,15.13,38.03,0,1,1,Fall,Furniture,4462.08,4462.08,3904.32,8,17,17,12
T1971,2025-08-29,Television,7,525.24,10,286,0,Sunny,0.2,67,34.68,18.46,1,0,0,Fall,Electronics,3676.68,3309.012,3309.012,17,7,5,15
T1972,2025-08-30,Wardrobe,7,994.64,10,444,0,Snow,-1.79,76,0.45,76,1,1,1,Winter,Furniture,6962.48,6266.232,6266.232,8,15,7,17
T1973,2025-08-31,Sofa,3,209.82,20,402,0,Sunny,29.23,22,9.43,20.68,1,1,1,Summer,Furniture,629.46,503.568,503.568,18,5,12,9
T1974,2025-09-01,Smartphone,1,265.52,20,96,0,Rainy,16.85,28,34.46,69.54,0,0,0,Winter,Electronics,265.52,212.416,212.416,9,7,16,18
T1975,2025-09-02,T-shirt,4,122.41,5,312,1,Cloudy,10.43,58,3.29,18.12,0,0,1,Summer,Clothing,489.64,465.158,342.748,19,9,1,3
T1976,2025-09-03,Toy Car,5,918.37,5,309,0,Rainy,13.83,89,23.43,9.11,0,1,1,Fall,Toys,4591.85,4362.2575,4362.2575,16,13,9,10
T1977,2025-09-04,Toy Car,1,780.03,0,263,1,Stormy,36.8,91,33.13,25.11,1,0,0,Summer,Toys,780.03,780.03,0,5,10,12,4
T1978,2025-09-05,Wardrobe,15,824.12,10,97,0,Snow,35.98,87,38.3,28.49,1,1,0,Winter,Furniture,12361.8,11125.62,11125.62,7,14,14,7
T1979,2025-09-06,T-shirt,5,903.74,0,453,1,Rainy,27.21,39,22.69,64.72,0,0,1,Fall,Clothing,4518.7,4518.7,3614.96,4,5,14,16
T1980,2025-09-07,Coffee Maker,13,529.65,0,113,0,Cloudy,34.81,75,31.51,16.09,1,0,0,Spring,Kitchen,6885.45,6885.45,6885.45,15,16,12,8
T1981,2025-09-08,Television,8,456.68,10,476,0,Sunny,9.38,86,26.98,93.03,1,1,1,Fall,Electronics,3653.44,3288.096,3288.096,7,9,10,17
T1982,2025-09-09,Toy Car,8,337.09,5,125,1,Snow,12.15,68,2.62,55.44,0,0,0,Winter,Toys,2696.72,2561.884,2224.794,1,4,15,18
T1983,2025-09-10,Bookshelf,5,593.32,10,456,1,Rainy,22.62,62,37.14,49.09,0,1,1,Winter,Furniture,2966.6,2669.94,2076.62,3,2,8,19
T1984,2025-09-11,Smartphone,9,459.74,15,463,0,Cloudy,23.06,61,8.62,43.47,1,1,1,Fall,Electronics,4137.66,3517.011,3517.011,1,19,15,19
T1985,2025-09-12,Sneakers,1,457.05,15,436,0,Rainy,16.68,90,1.59,56.66,0,0,1,Fall,Clothing,457.05,388.4925,388.4925,9,18,7,9
T1986,2025-09-13,Toy Car,4,937.56,15,132,0,Stormy,13.03,40,22.56,2.24,1,1,0,Fall,Toys,3750.24,3187.704,3187.704,8,19,4,19
T1987,2025-09-14,Action Figure,3,984.19,20,418,1,Snow,39.38,24,43.28,99.01,0,0,0,Summer,Toys,2952.57,2362.056,1377.866,1,17,11,10
T1988,2025-09-15,Bookshelf,2,798.52,5,453,0,Sunny,31.95,29,7.54,55.75,1,0,1,Spring,Furniture,1597.04,1517.188,1517.188,5,1,12,8
T1989,2025-09-16,Headphones,8,759.19,5,417,1,Cloudy,14.57,14,0.64,3.52,0,1,0,Summer,Electronics,6073.52,5769.844,5010.654,11,1,17,4
T1990,2025-09-17,Wardrobe,9,683.75,20,121,0,Rainy,27.73,16,5.5,59,0,0,0,Winter,Furniture,6153.75,4923,4923,15,3,8,18
T1991,2025-09-18,Bookshelf,2,174.41,0,197,0,Snow,7.13,27,18.18,43.71,0,1,0,Fall,Furniture,348.82,348.82,348.82,2,8,8,4
T1992,2025-09-19,Laptop,14,68.51,15,294,0,Rainy,-0.49,65,29.01,2.4,1,1,1,Summer,Electronics,959.14,815.269,815.269,2,13,9,2
T1993,2025-09-20,Toy Car,14,693.82,15,482,0,Snow,10.86,84,9.65,92.44,1,0,0,Summer,Toys,9713.48,8256.458,8256.458,4,19,19,5
T1994,2025-09-21,Dining Table,4,731.5,0,122,1,Stormy,13.13,99,40.1,1.06,0,0,0,Winter,Furniture,2926,2926,2194.5,8,3,6,12
T1995,2025-09-22,Smartphone,6,56.5,10,282,1,Rainy,-4.26,54,37.66,57.79,1,1,0,Summer,Electronics,339,305.1,248.6,9,11,13,3
T1996,2025-09-23,Television,11,928.77,10,385,0,Stormy,31.67,37,34.79,96.18,1,1,1,Winter,Electronics,10216.47,9194.823,9194.823,8,19,3,3
T1997,2025-09-24,Sofa,3,100.23,5,260,0,Cloudy,11.16,59,24.37,23.76,0,1,1,Summer,Furniture,300.69,285.6555,285.6555,3,17,2,13
T1998,2025-09-25,Monitor,8,293.04,20,39,0,Stormy,21.12,11,18.26,25.42,0,0,1,Spring,Electronics,2344.32,1875.456,1875.456,5,11,1,9
